event_id,path,size_kb,tx_delay_ms,proc_delay_ms,total_delay_ms,cost_usd,energy_j,latency_need,peak_hour
375,cloud,4.574,10.715,0.762,11.477,0.0018298,0.000112,high,False
376,edge,9.151,0.168,9.151,9.319,0.00045799,0.000224,low,False
377,rc,4.144,0.662,2.072,2.734,0.00041461,0.000102,high,True
378,cloud,3.096,10.484,0.516,11.0,0.00123856,7.6e-05,medium,False
379,rc,5.015,0.696,2.508,3.204,0.00050179,0.000123,high,True
380,rc,5.978,0.734,2.989,3.722,0.00059809,0.000147,high,True
381,rc,5.481,0.714,2.74,3.455,0.00054837,0.000134,high,True
382,rc,7.131,0.779,3.566,4.344,0.00071349,0.000175,high,True
383,cloud,3.68,10.575,0.613,11.188,0.00147239,9e-05,high,False
384,rc,3.018,0.618,1.509,2.127,0.00030198,7.4e-05,high,True
385,edge,4.073,0.089,4.073,4.162,0.00020385,0.0001,low,True
386,rc,5.356,0.709,2.678,3.387,0.00053586,0.000131,medium,True
387,edge,3.25,0.076,3.25,3.326,0.00016267,8e-05,low,True
388,cloud,5.167,10.807,0.861,11.669,0.00206712,0.000127,high,False
389,edge,5.435,0.11,5.435,5.545,0.00027203,0.000133,low,True
390,cloud,4.944,10.772,0.824,11.596,0.0019777,0.000121,high,False
391,cloud,5.353,10.836,0.892,11.729,0.00214143,0.000131,medium,False
392,edge,3.909,0.086,3.909,3.995,0.00019563,9.6e-05,low,False
393,edge,3.464,0.079,3.464,3.543,0.00017335,8.5e-05,low,False
394,edge,5.18,0.106,5.18,5.286,0.00025926,0.000127,low,False
395,cloud,6.391,10.999,1.065,12.064,0.0025566,0.000157,medium,False
396,rc,6.224,0.743,3.112,3.855,0.00062271,0.000153,medium,True
397,cloud,5.295,10.827,0.882,11.71,0.00211831,0.00013,medium,False
398,rc,7.962,0.811,3.981,4.792,0.00079661,0.000195,medium,True
399,cloud,6.267,10.979,1.045,12.024,0.00250732,0.000154,high,False
400,rc,4.915,0.692,2.457,3.149,0.0004917,0.000121,medium,True
401,cloud,4.766,10.745,0.794,11.539,0.00190679,0.000117,medium,False
402,edge,5.047,0.104,5.047,5.15,0.00025258,0.000124,low,False
403,cloud,4.411,10.689,0.735,11.424,0.00176457,0.000108,high,False
404,rc,5.752,0.725,2.876,3.6,0.00057544,0.000141,high,True
405,rc,5.122,0.7,2.561,3.261,0.00051249,0.000126,high,True
406,edge,5.495,0.111,5.495,5.605,0.000275,0.000135,low,False
407,rc,5.353,0.709,2.676,3.385,0.00053552,0.000131,medium,True
408,edge,5.865,0.117,5.865,5.981,0.00029353,0.000144,low,True
409,cloud,4.073,10.636,0.679,11.315,0.00162964,0.0001,high,False
410,edge,3.524,0.08,3.524,3.604,0.00017636,8.6e-05,low,True
411,rc,5.88,0.73,2.94,3.669,0.00058825,0.000144,high,True
412,rc,3.261,0.627,1.63,2.258,0.00032623,8e-05,medium,True
413,cloud,7.029,11.098,1.172,12.27,0.00281207,0.000172,high,False
414,rc,8.274,0.823,4.137,4.96,0.0008278,0.000203,medium,True
415,cloud,6.292,10.983,1.049,12.032,0.00251731,0.000154,medium,False
416,rc,0.5,0.52,0.25,0.77,5.002e-05,1.2e-05,medium,True
417,rc,4.601,0.68,2.3,2.98,0.00046029,0.000113,medium,True
418,cloud,5.249,10.82,0.875,11.695,0.00210004,0.000129,high,False
419,cloud,3.285,10.513,0.547,11.061,0.0013141,8.1e-05,high,False
420,edge,2.652,0.066,2.652,2.718,0.00013271,6.5e-05,low,False
421,rc,5.232,0.704,2.616,3.32,0.00052344,0.000128,high,True
422,rc,5.85,0.729,2.925,3.653,0.00058528,0.000144,high,True
423,rc,6.357,0.748,3.179,3.927,0.00063602,0.000156,high,True
424,edge,3.764,0.084,3.764,3.848,0.0001884,9.2e-05,low,True
425,cloud,4.863,10.76,0.81,11.57,0.00194543,0.000119,medium,False
426,cloud,2.627,10.411,0.438,10.848,0.0010511,6.4e-05,high,False
427,rc,7.027,0.774,3.513,4.288,0.00070303,0.000172,medium,True
428,cloud,4.596,10.718,0.766,11.484,0.00183868,0.000113,high,False
429,edge,6.274,0.123,6.274,6.397,0.00031402,0.000154,low,False
430,edge,7.047,0.135,7.047,7.182,0.0003527,0.000173,low,False
431,edge,6.692,0.13,6.692,6.821,0.00033491,0.000164,low,True
432,rc,3.222,0.626,1.611,2.237,0.00032232,7.9e-05,high,True
433,cloud,6.612,11.033,1.102,12.135,0.00264508,0.000162,high,False
434,cloud,3.547,10.554,0.591,11.145,0.00141898,8.7e-05,high,False
435,cloud,4.113,10.643,0.685,11.328,0.00164542,0.000101,high,False
436,rc,2.324,0.591,1.162,1.753,0.00023252,5.7e-05,medium,True
437,cloud,5.533,10.865,0.922,11.787,0.0022137,0.000136,high,False
438,edge,2.583,0.065,2.583,2.648,0.00012926,6.3e-05,low,False
439,edge,4.047,0.088,4.047,4.136,0.00020256,9.9e-05,low,True
440,rc,3.832,0.65,1.916,2.566,0.00038338,9.4e-05,medium,True
441,cloud,4.513,10.705,0.752,11.457,0.00180547,0.000111,high,False
442,edge,4.402,0.094,4.402,4.496,0.00022032,0.000108,low,False
443,rc,3.769,0.647,1.884,2.532,0.00037707,9.2e-05,medium,True
444,cloud,3.651,10.571,0.609,11.179,0.00146071,9e-05,high,False
445,cloud,4.206,10.657,0.701,11.358,0.00168253,0.000103,high,False
446,cloud,4.309,10.673,0.718,11.391,0.00172379,0.000106,high,False
447,cloud,2.419,10.378,0.403,10.781,0.0009676,5.9e-05,high,False
448,cloud,3.937,10.615,0.656,11.271,0.00157489,9.7e-05,high,False
449,rc,4.15,0.662,2.075,2.737,0.00041525,0.000102,high,True
450,edge,4.987,0.103,4.987,5.09,0.00024959,0.000122,low,False
451,cloud,4.33,10.677,0.722,11.398,0.00173234,0.000106,medium,False
452,edge,6.134,0.121,6.134,6.255,0.00030701,0.00015,low,True
453,edge,3.629,0.082,3.629,3.711,0.00018164,8.9e-05,low,False
454,rc,3.005,0.617,1.503,2.12,0.00030068,7.4e-05,medium,True
455,cloud,5.632,10.88,0.939,11.819,0.00225306,0.000138,medium,False
456,rc,5.656,0.721,2.828,3.549,0.00056585,0.000139,high,True
457,cloud,3.705,10.579,0.618,11.196,0.00148228,9.1e-05,high,False
458,edge,4.099,0.089,4.099,4.188,0.00020516,0.000101,low,False
459,cloud,6.587,11.029,1.098,12.127,0.00263531,0.000162,medium,False
460,cloud,6.983,11.091,1.164,12.255,0.00279363,0.000171,high,False
461,edge,7.115,0.136,7.115,7.251,0.0003561,0.000175,low,False
462,cloud,4.188,10.654,0.698,11.352,0.00167546,0.000103,medium,False
463,edge,5.18,0.106,5.18,5.285,0.00025923,0.000127,low,True
464,cloud,5.029,10.786,0.838,11.624,0.00201186,0.000123,high,False
465,rc,3.509,0.637,1.755,2.392,0.00035112,8.6e-05,high,True
466,cloud,2.872,10.449,0.479,10.927,0.00114895,7e-05,high,False
467,rc,3.344,0.631,1.672,2.303,0.00033459,8.2e-05,medium,True
468,edge,4.682,0.098,4.682,4.781,0.00023435,0.000115,low,True
469,cloud,4.034,10.63,0.672,11.303,0.00161383,9.9e-05,medium,False
470,rc,3.464,0.635,1.732,2.367,0.00034658,8.5e-05,high,True
471,cloud,5.871,10.917,0.978,11.896,0.00234856,0.000144,high,False
472,rc,5.455,0.713,2.728,3.441,0.00054578,0.000134,high,True
473,cloud,5.428,10.848,0.905,11.753,0.00217147,0.000133,medium,False
474,edge,9.069,0.167,9.069,9.236,0.00045389,0.000222,low,True
475,edge,7.583,0.143,7.583,7.727,0.00037953,0.000186,low,True
476,cloud,4.41,10.689,0.735,11.424,0.00176436,0.000108,medium,False
477,rc,8.579,0.835,4.289,5.125,0.0008583,0.00021,high,True
478,rc,3.807,0.649,1.904,2.552,0.00038089,9.3e-05,medium,True
479,cloud,3.087,10.482,0.515,10.997,0.0012351,7.6e-05,medium,False
480,edge,6.143,0.121,6.143,6.264,0.00030745,0.000151,low,False
481,cloud,6.921,11.081,1.153,12.235,0.00276868,0.00017,high,False
482,edge,2.96,0.071,2.96,3.031,0.00014813,7.3e-05,low,False
483,rc,3.301,0.629,1.65,2.279,0.00033023,8.1e-05,high,True
484,cloud,5.31,10.83,0.885,11.715,0.0021242,0.00013,high,False
485,cloud,7.201,11.125,1.2,12.325,0.00288094,0.000177,high,False
486,edge,4.067,0.089,4.067,4.156,0.00020356,0.0001,low,False
487,edge,1.53,0.049,1.53,1.579,7.659e-05,3.8e-05,low,True
488,cloud,4.784,10.748,0.797,11.545,0.00191394,0.000117,high,False
489,edge,4.613,0.097,4.613,4.71,0.00023087,0.000113,low,False
490,cloud,6.731,11.052,1.122,12.174,0.00269298,0.000165,high,False
491,edge,2.639,0.066,2.639,2.705,0.00013209,6.5e-05,low,False
492,rc,6.641,0.759,3.32,4.08,0.00066439,0.000163,high,True
493,edge,3.988,0.087,3.988,4.076,0.00019961,9.8e-05,low,True
494,cloud,6.449,11.008,1.075,12.083,0.00258012,0.000158,medium,False
495,cloud,1.219,10.191,0.203,10.394,0.00048786,3e-05,high,False
496,rc,2.556,0.6,1.278,1.878,0.00025575,6.3e-05,high,True
497,rc,3.324,0.63,1.662,2.292,0.00033252,8.2e-05,high,True
498,cloud,1.425,10.223,0.238,10.46,0.00057009,3.5e-05,medium,False
499,cloud,2.872,10.449,0.479,10.927,0.00114898,7e-05,high,False
500,rc,4.357,0.67,2.179,2.849,0.00043594,0.000107,high,True
501,edge,7.149,0.137,7.149,7.286,0.0003578,0.000175,low,False
502,cloud,5.524,10.863,0.921,11.784,0.00221006,0.000136,high,False
503,edge,4.849,0.101,4.849,4.95,0.0002427,0.000119,low,False
504,edge,3.852,0.085,3.852,3.937,0.00019279,9.4e-05,low,False
505,edge,6.343,0.124,6.343,6.467,0.00031745,0.000156,low,True
506,edge,3.382,0.078,3.382,3.46,0.00016926,8.3e-05,low,False
507,cloud,5.844,10.913,0.974,11.887,0.00233783,0.000143,medium,False
508,edge,5.01,0.103,5.01,5.114,0.00025077,0.000123,low,False
509,cloud,4.219,10.659,0.703,11.362,0.00168797,0.000104,medium,False
510,cloud,4.766,10.745,0.794,11.539,0.00190666,0.000117,high,False
511,rc,4.262,0.667,2.131,2.798,0.00042646,0.000105,medium,True
512,rc,6.354,0.748,3.177,3.925,0.0006357,0.000156,medium,True
513,rc,3.258,0.627,1.629,2.256,0.00032591,8e-05,high,True
514,rc,4.183,0.663,2.091,2.755,0.00041849,0.000103,medium,True
515,rc,7.905,0.809,3.953,4.761,0.00079091,0.000194,high,True
516,cloud,7.123,11.113,1.187,12.3,0.00284959,0.000175,high,False
517,edge,6.091,0.12,6.091,6.212,0.00030487,0.000149,low,False
518,edge,4.515,0.096,4.515,4.611,0.00022599,0.000111,low,False
519,edge,7.069,0.135,7.069,7.205,0.00035382,0.000173,low,False
520,edge,4.39,0.094,4.39,4.484,0.00021972,0.000108,low,True
521,cloud,4.72,10.737,0.787,11.524,0.0018881,0.000116,medium,False
522,edge,4.508,0.095,4.508,4.604,0.00022563,0.000111,low,False
523,edge,5.597,0.112,5.597,5.709,0.00028011,0.000137,low,False
524,edge,7.36,0.14,7.36,7.5,0.00036834,0.000181,low,False
525,edge,5.45,0.11,5.45,5.56,0.00027275,0.000134,low,False
526,edge,5.065,0.104,5.065,5.169,0.00025351,0.000124,low,False
527,cloud,5.023,10.785,0.837,11.622,0.00200935,0.000123,medium,False
528,edge,2.567,0.065,2.567,2.632,0.00012846,6.3e-05,low,False
529,cloud,7.287,11.139,1.214,12.353,0.00291508,0.000179,medium,False
530,edge,5.69,0.114,5.69,5.804,0.00028478,0.00014,low,True
531,edge,5.864,0.117,5.864,5.98,0.00029346,0.000144,low,True
532,cloud,3.484,10.544,0.581,11.125,0.00139368,8.5e-05,high,False
533,edge,5.74,0.115,5.74,5.855,0.00028727,0.000141,low,True
534,cloud,6.641,11.038,1.107,12.144,0.00265678,0.000163,high,False
535,cloud,4.108,10.642,0.685,11.327,0.00164343,0.000101,high,False
536,cloud,7.138,11.115,1.19,12.305,0.00285576,0.000175,high,False
537,cloud,7.031,11.099,1.172,12.271,0.00281298,0.000172,high,False
538,edge,3.325,0.077,3.325,3.402,0.0001664,8.2e-05,low,False
539,cloud,5.674,10.887,0.946,11.832,0.00226998,0.000139,medium,False
540,cloud,3.498,10.547,0.583,11.13,0.00139959,8.6e-05,high,False
541,edge,2.691,0.067,2.691,2.758,0.0001347,6.6e-05,low,False
542,cloud,5.149,10.805,0.858,11.663,0.00205996,0.000126,high,False
543,cloud,7.543,11.179,1.257,12.436,0.00301783,0.000185,medium,False
544,rc,4.422,0.673,2.211,2.884,0.00044241,0.000108,medium,True
545,edge,7.143,0.137,7.143,7.279,0.00035748,0.000175,low,True
546,cloud,2.598,10.406,0.433,10.839,0.0010392,6.4e-05,high,False
547,cloud,5.234,10.818,0.872,11.69,0.00209389,0.000128,high,False
548,edge,5.661,0.113,5.661,5.775,0.00028335,0.000139,low,False
549,cloud,3.364,10.526,0.561,11.086,0.00134575,8.3e-05,high,False
550,rc,4.507,0.676,2.254,2.93,0.00045096,0.000111,medium,True
551,rc,2.923,0.614,1.462,2.076,0.00029244,7.2e-05,medium,True
552,rc,3.378,0.632,1.689,2.321,0.00033799,8.3e-05,medium,True
553,cloud,4.663,10.729,0.777,11.506,0.00186566,0.000114,high,False
554,edge,8.009,0.15,8.009,8.159,0.00040082,0.000196,low,False
555,edge,6.865,0.132,6.865,6.997,0.00034357,0.000168,low,False
556,edge,3.761,0.084,3.761,3.845,0.00018825,9.2e-05,low,False
557,edge,4.083,0.089,4.083,4.172,0.00020436,0.0001,low,False
558,cloud,5.817,10.909,0.969,11.878,0.00232705,0.000143,medium,False
559,cloud,4.553,10.711,0.759,11.47,0.00182142,0.000112,medium,False
560,cloud,3.81,10.595,0.635,11.23,0.00152415,9.3e-05,medium,False
561,cloud,5.389,10.842,0.898,11.74,0.00215591,0.000132,high,False
562,cloud,6.234,10.974,1.039,12.013,0.00249405,0.000153,high,False
563,edge,4.543,0.096,4.543,4.639,0.00022739,0.000111,low,False
564,cloud,5.236,10.818,0.873,11.691,0.00209468,0.000128,medium,False
565,cloud,5.605,10.876,0.934,11.81,0.00224218,0.000137,medium,False
566,edge,7.645,0.144,7.645,7.789,0.00038262,0.000188,low,False
567,cloud,1.797,10.281,0.3,10.58,0.00071908,4.4e-05,high,False
568,edge,4.074,0.089,4.074,4.162,0.00020389,0.0001,low,True
569,cloud,5.545,10.866,0.924,11.79,0.00221815,0.000136,high,False
570,edge,4.361,0.093,4.361,4.454,0.00021826,0.000107,low,False
571,rc,4.963,0.694,2.482,3.175,0.00049656,0.000122,medium,True
572,edge,4.953,0.102,4.953,5.055,0.00024788,0.000121,low,False
573,cloud,4.914,10.768,0.819,11.587,0.00196586,0.000121,medium,False
574,edge,6.004,0.119,6.004,6.122,0.00030047,0.000147,low,False
575,cloud,5.927,10.926,0.988,11.914,0.00237133,0.000145,high,False
576,edge,6.258,0.123,6.258,6.38,0.00031319,0.000154,low,True
577,cloud,1.828,10.286,0.305,10.59,0.00073131,4.5e-05,medium,False
578,rc,3.605,0.641,1.802,2.443,0.00036064,8.8e-05,high,True
579,edge,6.256,0.123,6.256,6.378,0.00031309,0.000153,low,True
580,edge,4.775,0.1,4.775,4.875,0.000239,0.000117,low,False
581,rc,2.263,0.588,1.132,1.72,0.00022642,5.6e-05,high,True
582,rc,6.994,0.773,3.497,4.27,0.00069977,0.000172,high,True
583,cloud,3.191,10.499,0.532,11.031,0.00127677,7.8e-05,medium,False
584,rc,4.813,0.688,2.407,3.095,0.00048155,0.000118,high,True
585,cloud,4.25,10.664,0.708,11.372,0.00170014,0.000104,medium,False
586,edge,6.804,0.131,6.804,6.935,0.00034053,0.000167,low,True
587,cloud,2.158,10.337,0.36,10.697,0.00086317,5.3e-05,high,False
588,edge,0.93,0.04,0.93,0.969,4.652e-05,2.3e-05,low,True
589,cloud,3.823,10.597,0.637,11.235,0.00152945,9.4e-05,medium,False
590,rc,5.712,0.723,2.856,3.579,0.0005715,0.00014,medium,True
591,cloud,4.052,10.633,0.675,11.308,0.00162093,9.9e-05,high,False
592,cloud,5.909,10.923,0.985,11.908,0.00236383,0.000145,medium,False
593,cloud,3.114,10.487,0.519,11.006,0.00124585,7.6e-05,medium,False
594,edge,7.034,0.135,7.034,7.169,0.00035203,0.000173,low,True
595,rc,6.721,0.763,3.361,4.123,0.00067247,0.000165,medium,True
596,edge,3.208,0.075,3.208,3.284,0.00016058,7.9e-05,low,False
597,edge,6.056,0.12,6.056,6.176,0.0003031,0.000149,low,False
598,rc,7.044,0.775,3.522,4.297,0.00070476,0.000173,high,True
599,cloud,5.567,10.87,0.928,11.798,0.00222704,0.000137,high,False
600,cloud,0.599,10.094,0.1,10.194,0.00023976,1.5e-05,high,False
601,cloud,4.515,10.705,0.752,11.458,0.00180623,0.000111,high,False
602,cloud,5.779,10.903,0.963,11.866,0.00231176,0.000142,medium,False
603,edge,4.601,0.097,4.601,4.698,0.0002303,0.000113,low,True
604,edge,6.779,0.131,6.779,6.91,0.0003393,0.000166,low,False
605,cloud,2.573,10.402,0.429,10.831,0.00102935,6.3e-05,medium,False
606,edge,3.725,0.083,3.725,3.808,0.00018644,9.1e-05,low,True
607,edge,6.661,0.129,6.661,6.79,0.00033339,0.000163,low,False
608,cloud,7.703,11.204,1.284,12.488,0.00308183,0.000189,high,False
609,cloud,5.967,10.932,0.995,11.927,0.00238729,0.000146,high,False
610,edge,5.953,0.118,5.953,6.071,0.00029796,0.000146,low,False
611,rc,2.89,0.613,1.445,2.058,0.00028914,7.1e-05,high,True
612,rc,3.076,0.62,1.538,2.158,0.00030774,7.5e-05,medium,True
613,edge,5.526,0.111,5.526,5.637,0.00027655,0.000136,low,False
614,cloud,7.232,11.13,1.205,12.335,0.00289328,0.000177,medium,False
615,edge,8.937,0.165,8.937,9.102,0.00044728,0.000219,low,True
616,cloud,6.372,10.996,1.062,12.058,0.00254928,0.000156,medium,False
617,edge,4.46,0.095,4.46,4.555,0.00022324,0.000109,low,True
618,edge,3.979,0.087,3.979,4.066,0.00019914,9.8e-05,low,False
619,rc,5.492,0.715,2.746,3.461,0.00054952,0.000135,high,True
620,cloud,5.329,10.833,0.888,11.721,0.00213192,0.000131,high,False
621,rc,5.518,0.716,2.759,3.475,0.00055212,0.000135,medium,True
622,edge,7.039,0.135,7.039,7.174,0.0003523,0.000173,low,False
623,rc,3.68,0.644,1.84,2.484,0.0003682,9e-05,medium,True
624,cloud,5.158,10.806,0.86,11.666,0.00206368,0.000127,high,False
625,edge,0.5,0.033,0.5,0.533,2.502e-05,1.2e-05,low,False
626,rc,4.05,0.658,2.025,2.683,0.00040518,9.9e-05,medium,True
627,edge,4.896,0.102,4.896,4.998,0.00024506,0.00012,low,True
628,edge,7.618,0.144,7.618,7.762,0.00038129,0.000187,low,False
629,rc,5.318,0.708,2.659,3.367,0.00053204,0.00013,high,True
630,cloud,4.707,10.735,0.785,11.52,0.00188314,0.000115,high,False
631,edge,3.651,0.082,3.651,3.733,0.00018271,9e-05,low,False
632,rc,3.266,0.628,1.633,2.261,0.0003268,8e-05,medium,True
633,cloud,5.31,10.83,0.885,11.715,0.00212438,0.00013,high,False
634,edge,4.791,0.1,4.791,4.891,0.0002398,0.000118,low,False
635,edge,4.571,0.096,4.571,4.668,0.00022878,0.000112,low,False
636,edge,3.572,0.081,3.572,3.652,0.00017875,8.8e-05,low,False
637,rc,4.135,0.662,2.068,2.729,0.00041374,0.000101,medium,True
638,cloud,5.099,10.797,0.85,11.646,0.00203972,0.000125,medium,False
639,rc,5.068,0.698,2.534,3.232,0.00050706,0.000124,medium,True
640,rc,4.323,0.669,2.162,2.83,0.00043253,0.000106,medium,True
641,edge,3.999,0.087,3.999,4.086,0.00020013,9.8e-05,low,False
642,cloud,4.647,10.726,0.774,11.501,0.00185906,0.000114,medium,False
643,rc,6.925,0.771,3.463,4.233,0.00069288,0.00017,medium,True
644,cloud,4.338,10.678,0.723,11.401,0.00173534,0.000106,medium,False
645,rc,3.14,0.623,1.57,2.193,0.00031418,7.7e-05,medium,True
646,cloud,5.929,10.926,0.988,11.915,0.00237187,0.000145,high,False
647,edge,3.737,0.083,3.737,3.821,0.00018704,9.2e-05,low,False
648,cloud,1.676,10.262,0.279,10.541,0.0006704,4.1e-05,high,False
649,cloud,8.055,11.259,1.343,12.601,0.00322267,0.000198,medium,False
650,cloud,4.709,10.736,0.785,11.521,0.00188394,0.000116,medium,False
651,edge,5.447,0.11,5.447,5.557,0.0002726,0.000134,low,False
652,rc,4.153,0.662,2.076,2.739,0.00041547,0.000102,high,True
653,edge,6.125,0.121,6.125,6.245,0.00030653,0.00015,low,True
654,rc,4.587,0.679,2.294,2.973,0.00045896,0.000113,medium,True
655,edge,4.495,0.095,4.495,4.59,0.00022497,0.00011,low,True
656,cloud,3.084,10.482,0.514,10.996,0.00123392,7.6e-05,high,False
657,cloud,6.085,10.951,1.014,11.965,0.00243423,0.000149,medium,False
658,rc,3.652,0.643,1.826,2.469,0.00036536,9e-05,high,True
659,edge,4.142,0.09,4.142,4.232,0.00020732,0.000102,low,True
660,edge,4.455,0.095,4.455,4.55,0.00022297,0.000109,low,False
661,edge,4.698,0.098,4.698,4.797,0.00023514,0.000115,low,False
662,cloud,5.565,10.87,0.928,11.797,0.00222636,0.000137,high,False
663,rc,4.117,0.661,2.058,2.719,0.0004119,0.000101,medium,True
664,edge,5.538,0.112,5.538,5.649,0.00027715,0.000136,low,False
665,edge,5.01,0.103,5.01,5.113,0.00025075,0.000123,low,True
666,edge,3.991,0.087,3.991,4.078,0.00019974,9.8e-05,low,True
667,rc,4.82,0.688,2.41,3.098,0.00048228,0.000118,medium,True
668,cloud,5.557,10.868,0.926,11.794,0.0022231,0.000136,medium,False
669,edge,6.116,0.121,6.116,6.236,0.00030608,0.00015,low,False
670,edge,4.494,0.095,4.494,4.589,0.00022491,0.00011,low,True
671,edge,3.693,0.083,3.693,3.775,0.00018481,9.1e-05,low,False
672,edge,3.581,0.081,3.581,3.662,0.00017923,8.8e-05,low,False
673,rc,6.933,0.771,3.467,4.237,0.00069366,0.00017,high,True
674,cloud,6.181,10.966,1.03,11.996,0.00247291,0.000152,medium,False
675,cloud,3.244,10.507,0.541,11.047,0.0012976,8e-05,high,False
676,cloud,3.939,10.615,0.657,11.272,0.00157588,9.7e-05,high,False
677,rc,5.456,0.713,2.728,3.441,0.00054588,0.000134,high,True
678,rc,5.424,0.712,2.712,3.424,0.00054262,0.000133,high,True
679,rc,7.004,0.774,3.502,4.276,0.00070076,0.000172,medium,True
680,rc,5.176,0.702,2.588,3.29,0.00051786,0.000127,medium,True
681,cloud,5.239,10.819,0.873,11.692,0.00209588,0.000129,medium,False
682,cloud,2.551,10.399,0.425,10.824,0.00102058,6.3e-05,high,False
683,edge,7.08,0.136,7.08,7.216,0.00035435,0.000174,low,False
684,rc,2.851,0.611,1.426,2.037,0.00028527,7e-05,high,True
685,rc,5.442,0.713,2.721,3.434,0.00054447,0.000133,high,True
686,edge,6.643,0.129,6.643,6.772,0.00033247,0.000163,low,False
687,cloud,5.729,10.895,0.955,11.85,0.00229178,0.000141,high,False
688,rc,6.92,0.77,3.46,4.23,0.00069233,0.00017,high,True
689,edge,5.881,0.117,5.881,5.998,0.00029433,0.000144,low,True
690,rc,6.142,0.74,3.071,3.811,0.00061449,0.000151,medium,True
691,rc,4.921,0.692,2.461,3.153,0.00049235,0.000121,medium,True
692,rc,5.44,0.713,2.72,3.433,0.0005443,0.000133,medium,True
693,rc,3.133,0.622,1.566,2.189,0.00031342,7.7e-05,medium,True
694,rc,3.178,0.624,1.589,2.213,0.00031791,7.8e-05,high,True
695,rc,2.573,0.601,1.286,1.887,0.00025741,6.3e-05,high,True
696,cloud,4.358,10.681,0.726,11.407,0.0017436,0.000107,medium,False
697,edge,6.258,0.123,6.258,6.381,0.00031321,0.000154,low,True
698,edge,2.124,0.058,2.124,2.182,0.00010629,5.2e-05,low,False
